epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,13.5522,1.57539,3.27855,4.01327,0.03573,2.86059,0.69439,0.16667,0.17339,0.10168,0,0,0,0,2.90096,3.72964,8.80172,0.12319,0,8e-06,8e-06,0.092008
2,15.0923,1.63496,3.05779,3.81187,0.03495,2.41229,0.58256,0.16667,0.04961,0.01514,0,0,0,0,2.61358,4.10965,10.6229,0.11174,0,1.69997e-05,1.69997e-05,0.083017
3,16.5406,1.48481,3.1042,3.49142,0.03148,2.48956,0.50874,0.16667,0.01183,0.00692,0.0003,0.16667,0.00043,4e-05,2.92833,5.00063,8.7086,0.1311,0,2.59984e-05,2.59984e-05,0.074026
4,17.9578,1.34804,2.90125,3.01369,0.02984,1.95772,0.57643,0.16667,0.04288,0.02631,0.0012,0.16667,0.00728,0.00098,2.87798,4.80837,7.76941,0.11163,0,3.49952e-05,3.49952e-05,0.065035
5,19.4009,1.35594,2.76346,3.13259,0.0289,2.09782,0,0,0,0,0,0,0,0,2.28231,3.64392,10.2875,0.08027,0,4.39893e-05,4.39893e-05,0.056044
6,20.8261,1.38255,2.63203,2.63169,0.02744,1.48105,0,0,0,0,0,0,0,0,2.18512,3.7787,10.3242,0.07958,0,5.29798e-05,5.29798e-05,0.047053
7,22.2461,1.32011,2.71393,2.53702,0.02599,1.68135,0,0,0,0,0,0,0,0,1.94268,3.80839,10.8576,0.06557,0,6.19659e-05,6.19659e-05,0.038062
8,23.6506,1.24297,2.56287,2.42378,0.02527,1.51007,0.5,0.16667,0.1675,0.08375,0,0,0,0,1.94849,3.85975,10.2389,0.06934,0,7.09469e-05,7.09469e-05,0.0290709
9,25.0687,1.26733,2.47738,2.49104,0.02564,1.42841,0.26314,0.41667,0.2379,0.12937,0.00877,0.125,0.01531,0.00348,1.96467,3.8708,7.34433,0.0695,0,7.99219e-05,7.99219e-05,0.0200799
10,26.5377,1.22285,2.55715,2.40364,0.02646,1.48787,0.53966,0.41667,0.35224,0.23673,0.61445,0.125,0.04083,0.00817,1.54639,3.92864,6.39357,0.05459,0,8.889e-05,8.889e-05,0.0110889
11,27.9933,1.15477,2.47312,2.27568,0.02376,1.43094,0.7878,0.375,0.49,0.22077,0,0,0,0,1.64614,3.99124,6.58928,0.05492,0,9.78505e-05,9.78505e-05,0.00209785
12,29.4142,1.26238,2.46075,2.25311,0.02542,1.49916,1,0.35621,0.45625,0.2349,0,0,0,0,1.71732,3.6559,5.39084,0.05401,0,9.98154e-05,9.98154e-05,9.98154e-05
13,30.7937,1.24007,2.49857,2.69043,0.02204,1.46179,1,0.3603,0.54,0.29666,0.28035,0.29167,0.22875,0.02287,1.54543,3.39532,6.00202,0.04766,0,9.97803e-05,9.97803e-05,9.97803e-05
14,32.2406,1.18993,2.53179,2.32673,0.02299,1.45539,0.37785,0.54167,0.49,0.27031,0.26056,0.29167,0.22875,0.04371,1.33019,3.26366,6.16688,0.04211,0,9.97422e-05,9.97422e-05,9.97422e-05
15,33.6268,1.21578,2.4496,2.45498,0.0229,1.41915,0.66865,0.54167,0.54,0.31529,0.46706,0.29167,0.22875,0.04575,1.30275,3.23812,5.85717,0.03903,0,9.97011e-05,9.97011e-05,9.97011e-05
16,35.1097,1.16892,2.62893,2.42502,0.0241,1.42101,0.66514,0.54167,0.55941,0.33368,0.34001,0.29167,0.20833,0.04003,1.09715,3.19325,5.91772,0.03314,0,9.96569e-05,9.96569e-05,9.96569e-05
17,36.563,1.1437,2.30523,2.25651,0.02192,1.41591,0.90267,0.47834,0.56247,0.33376,0.61155,0.29167,0.22875,0.04575,1.17964,3.17258,5.61303,0.03646,0,9.96097e-05,9.96097e-05,9.96097e-05
18,38.0331,1.05304,2.20643,1.99044,0.0207,1.25246,0.5893,0.5147,0.4775,0.30491,0.38384,0.29167,0.29,0.04963,1.29572,3.11432,5.35323,0.04233,0,9.95594e-05,9.95594e-05,9.95594e-05
19,39.4206,1.11949,2.31066,2.01544,0.02242,1.24328,0.8033,0.54167,0.4775,0.32843,0.57624,0.29167,0.32571,0.06157,1.44178,3.02669,5.30804,0.04729,0,9.95062e-05,9.95062e-05,9.95062e-05
20,40.9017,1.13741,2.29236,1.9526,0.02496,1.196,0.7234,0.54167,0.5225,0.38312,0.62672,0.41667,0.3525,0.07329,1.20522,2.8444,5.56013,0.03874,0,9.94499e-05,9.94499e-05,9.94499e-05
21,42.3637,1.11229,2.37532,2.16783,0.02076,1.31952,0.72327,0.54167,0.54,0.39434,0.72327,0.54167,0.54,0.10596,1.14798,2.78494,5.51847,0.03622,0,9.93906e-05,9.93906e-05,9.93906e-05
22,43.8165,0.99987,2.31411,1.87932,0.02221,1.16278,0.6021,0.54167,0.56062,0.4223,0.6021,0.54167,0.54,0.11182,1.18209,2.75991,5.33575,0.03663,0,9.93282e-05,9.93282e-05,9.93282e-05
23,45.2627,1.04605,2.42981,1.8377,0.01927,1.13964,0.53713,0.54167,0.54,0.41197,0.53713,0.54167,0.54,0.108,1.19556,2.7665,5.33074,0.03761,0,9.92629e-05,9.92629e-05,9.92629e-05
24,46.6637,1.07015,2.42419,2.04113,0.02156,1.23601,0.86151,0.375,0.50875,0.39717,0.25899,0.54167,0.39417,0.07229,1.27131,2.85026,5.30758,0.03834,0,9.91946e-05,9.91946e-05,9.91946e-05
25,48.0822,1.07997,2.24059,1.8857,0.02064,1.14883,0.96971,0.25,0.40625,0.31067,0.61981,0.25,0.15446,0.03552,1.28595,2.90443,5.53344,0.03847,0,9.91232e-05,9.91232e-05,9.91232e-05
26,49.4753,1.04305,2.28133,1.90701,0.02094,1.07522,0.74781,0.375,0.31833,0.2258,0.60492,0.25,0.0885,0.01963,1.30698,2.95041,5.75161,0.03837,0,9.90489e-05,9.90489e-05,9.90489e-05
27,50.8797,0.98894,2.22557,1.84864,0.01854,0.98601,1,0.2352,0.38795,0.25698,0.58051,0.125,0.06638,0.01991,1.06573,2.97148,6.31077,0.03144,0,9.89715e-05,9.89715e-05,9.89715e-05
28,52.3101,1.03791,2.2085,1.80392,0.02007,1.16808,0.86174,0.375,0.45038,0.28616,0.61601,0.125,0.11438,0.03431,1.38255,3.01525,5.81849,0.04001,0,9.88912e-05,9.88912e-05,9.88912e-05
29,53.7076,0.94731,2.16223,1.67775,0.01954,1.14547,0.98124,0.25,0.49,0.34072,0.57459,0.125,0.192,0.0576,1.68124,2.99219,5.73635,0.04927,0,9.88079e-05,9.88079e-05,9.88079e-05
30,55.1642,1.07506,2.23193,1.85261,0.02027,1.15551,0.96709,0.25,0.49,0.33619,0.57483,0.125,0.192,0.0384,1.74427,2.95739,5.56943,0.0506,0,9.87216e-05,9.87216e-05,9.87216e-05
31,56.5645,1.03995,2.33614,1.84229,0.02059,1.24304,0.95019,0.25,0.45667,0.32842,0.07589,0.29167,0.18111,0.03622,1.62658,2.92086,5.93712,0.04717,0,9.86323e-05,9.86323e-05,9.86323e-05
32,57.9824,1.00223,2.18103,1.7019,0.01954,1.11658,0.98475,0.25,0.39875,0.28238,0.65147,0.375,0.28958,0.04299,1.60461,2.91481,4.90576,0.0536,0,9.85401e-05,9.85401e-05,9.85401e-05
33,59.374,0.90742,2.18632,1.47266,0.01823,0.89228,0.95914,0.25,0.37812,0.28303,0.95914,0.25,0.37812,0.06127,1.21632,2.96024,6.29326,0.03591,0,9.84449e-05,9.84449e-05,9.84449e-05
34,60.7664,1.05614,2.16472,1.81925,0.02115,1.16828,0.95099,0.25,0.38482,0.28784,0.95099,0.25,0.38482,0.07621,1.39214,3.27122,5.0907,0.04492,0,9.83467e-05,9.83467e-05,9.83467e-05
35,62.1477,0.94565,2.1784,1.68914,0.01813,0.97886,0.93165,0.25,0.3569,0.25172,0.93165,0.25,0.3569,0.07063,1.41999,3.26982,4.97624,0.04587,0,9.82456e-05,9.82456e-05,9.82456e-05
36,63.5591,0.91255,2.09094,1.52403,0.01875,0.99731,0.78457,0.375,0.41133,0.24774,0.73997,0.375,0.24208,0.0443,1.64782,2.92856,5.05024,0.05277,0,9.81415e-05,9.81415e-05,9.81415e-05
37,64.9572,0.98804,2.23469,1.91085,0.01675,1.05588,0.87028,0.375,0.50107,0.34886,0.60871,0.54167,0.29167,0.05252,1.25468,2.80244,6.34026,0.03916,0,9.80345e-05,9.80345e-05,9.80345e-05
38,66.3594,1.00274,2.19261,1.6246,0.01947,1.05213,0.7488,0.54167,0.50288,0.33326,0.54223,0.29167,0.19812,0.04215,1.39864,2.80228,5.99628,0.0421,0,9.79246e-05,9.79246e-05,9.79246e-05
39,67.7573,0.95287,2.15307,1.6966,0.01819,1.03951,0.65957,0.54167,0.47438,0.31236,0.27113,0.29167,0.185,0.03944,1.41129,2.84066,5.84394,0.04425,0,9.78118e-05,9.78118e-05,9.78118e-05
40,69.1682,0.96443,2.03894,1.63451,0.01831,1.01546,0.79605,0.54167,0.51875,0.31901,0.46811,0.16667,0.1675,0.04188,1.41003,2.89043,5.92931,0.04545,0,9.7696e-05,9.7696e-05,9.7696e-05
41,70.6045,0.94219,2.11745,1.66964,0.01775,0.94692,0.79173,0.54167,0.5435,0.31819,0.47044,0.16667,0.1675,0.05025,1.41322,2.89271,5.83416,0.04729,0,9.75773e-05,9.75773e-05,9.75773e-05
42,72.0503,0.92127,2.16335,1.4935,0.01723,0.99456,0.36415,0.54167,0.53714,0.31462,0.22146,0.16667,0.1675,0.05025,1.39871,2.87002,5.96771,0.04679,0,9.74557e-05,9.74557e-05,9.74557e-05
43,73.4544,0.95316,2.1389,1.69303,0.01811,1.02188,0.73518,0.54167,0.54542,0.33773,0.50044,0.29167,0.22313,0.05581,1.31494,2.88982,5.55676,0.04428,0,9.73312e-05,9.73312e-05,9.73312e-05
44,74.8694,0.95319,2.25156,1.62919,0.01801,1.01694,0.75934,0.54167,0.53875,0.34171,0.52398,0.29167,0.22313,0.0438,1.4298,2.88674,5.00662,0.04756,0,9.72039e-05,9.72039e-05,9.72039e-05
45,76.2516,0.94775,2.07771,1.55596,0.01813,0.94846,0.8344,0.54167,0.562,0.35996,0.59063,0.29167,0.23333,0.04417,1.45375,2.9238,5.03663,0.04725,0,9.70736e-05,9.70736e-05,9.70736e-05
46,77.6382,0.90729,2.13392,1.49566,0.01735,0.97665,0.72291,0.54167,0.56357,0.35691,0.55117,0.29167,0.23333,0.06203,1.49402,2.9448,5.16883,0.04697,0,9.69405e-05,9.69405e-05,9.69405e-05
47,79.0337,0.88646,2.10745,1.59045,0.01618,0.96273,0.55677,0.54167,0.56357,0.37328,0.5046,0.41667,0.24247,0.0622,1.26555,2.92516,5.72828,0.04082,0,9.68045e-05,9.68045e-05,9.68045e-05
48,80.4364,0.92282,2.08521,1.68158,0.01798,0.90849,1,0.37398,0.45625,0.31511,0.81164,0.25,0.30232,0.05059,1.28338,2.86196,6.02365,0.04063,0,9.66656e-05,9.66656e-05,9.66656e-05
49,81.8308,0.94942,2.17453,1.46973,0.01783,0.9619,0.98935,0.375,0.42833,0.28684,0.81159,0.25,0.29292,0.04447,1.12216,2.84808,6.69562,0.03606,0,9.65239e-05,9.65239e-05,9.65239e-05
50,83.2346,0.96519,2.06656,1.49763,0.01872,0.89306,0.98923,0.375,0.45625,0.30908,0.73485,0.25,0.30284,0.04726,1.2352,2.82585,6.67428,0.03901,0,9.63794e-05,9.63794e-05,9.63794e-05
51,84.6262,0.93235,2.06462,1.47405,0.01768,0.92977,0.98614,0.375,0.54,0.35785,0.62807,0.375,0.36576,0.07039,1.34278,2.86949,6.6464,0.04197,0,9.6232e-05,9.6232e-05,9.6232e-05
52,86.0713,0.84077,2.02641,1.25951,0.01559,0.87558,1,0.36097,0.54,0.37337,0.82988,0.125,0.32571,0.04974,1.38197,2.97377,6.57432,0.04228,0,9.60819e-05,9.60819e-05,9.60819e-05
53,87.4741,0.90398,2.09713,1.40465,0.01721,0.96644,0.8764,0.375,0.54,0.37597,0.83803,0.125,0.31778,0.04853,1.34857,3.02834,6.66403,0.04154,0,9.59289e-05,9.59289e-05,9.59289e-05
54,88.8748,0.92704,2.0543,1.4777,0.01686,0.90628,0.85877,0.375,0.54,0.35483,0.86816,0.125,0.31778,0.04853,1.3633,3.08355,6.69447,0.04185,0,9.57731e-05,9.57731e-05,9.57731e-05
55,90.2652,0.87856,1.94522,1.34177,0.01588,0.95772,0.84148,0.375,0.425,0.26863,0.1232,0.37904,0.26875,0.03525,1.48509,3.10484,6.48929,0.04549,0,9.56145e-05,9.56145e-05,9.56145e-05
56,91.689,0.88539,1.95983,1.407,0.01631,0.84917,0.77828,0.375,0.39708,0.24846,0.23335,0.40431,0.24083,0.03089,1.49212,3.09727,6.44184,0.04741,0,9.54531e-05,9.54531e-05,9.54531e-05
57,93.0788,0.89006,2.05788,1.42802,0.01674,0.91336,0.98543,0.375,0.42833,0.26407,0.25137,0.41667,0.26167,0.03297,1.82097,3.05334,4.51664,0.06436,0,9.52889e-05,9.52889e-05,9.52889e-05
58,94.4753,0.87098,2.05214,1.48349,0.01509,0.93531,0.63961,0.54167,0.54,0.36422,0.52911,0.41667,0.37333,0.05817,1.74843,2.99394,4.37888,0.06216,0,9.5122e-05,9.5122e-05,9.5122e-05
59,95.8575,0.89311,2.08918,1.33191,0.01784,0.95118,0.76943,0.54167,0.54,0.36636,0.66415,0.41667,0.3325,0.07287,1.96317,3.08683,3.07693,0.07591,0,9.49524e-05,9.49524e-05,9.49524e-05
60,97.3046,0.90763,2.09706,1.52482,0.01606,1.00564,0.77799,0.54167,0.55,0.39066,0.67352,0.41667,0.34482,0.05858,1.87264,3.41037,2.99864,0.07036,0,9.478e-05,9.478e-05,9.478e-05
61,98.7319,0.82505,1.98293,1.33105,0.01472,0.97379,0.714,0.54167,0.55589,0.3734,0.5984,0.52324,0.35375,0.06364,1.89493,3.63866,2.92511,0.07083,0,9.46048e-05,9.46048e-05,9.46048e-05
62,100.155,0.86028,2.05078,1.39824,0.01649,0.8651,0.6614,0.54167,0.556,0.3636,0.46999,0.41667,0.30792,0.05919,1.95696,3.69376,2.69371,0.07185,0,9.4427e-05,9.4427e-05,9.4427e-05
63,101.606,0.86991,2.10393,1.54501,0.01626,0.96499,0.46994,0.68983,0.48417,0.28909,0.52221,0.40994,0.31284,0.05947,1.89897,3.68666,3.0368,0.06836,0,9.42464e-05,9.42464e-05,9.42464e-05
64,103.078,0.83623,2.03408,1.21742,0.01558,0.85966,0.79822,0.63684,0.5725,0.28367,0.54839,0.40246,0.2665,0.04493,2.03258,3.41637,2.73074,0.07268,0,9.40631e-05,9.40631e-05,9.40631e-05
65,104.5,0.89886,1.96254,1.41528,0.01587,1.04729,0.85271,0.64559,0.61188,0.30471,0.5817,0.29167,0.20833,0.03911,2.15939,3.27405,2.4508,0.07642,0,9.38772e-05,9.38772e-05,9.38772e-05
66,105.906,0.83141,2.04162,1.2806,0.01618,1.01781,0.7581,0.70833,0.5725,0.27194,0.47212,0.16667,0.1675,0.0335,2.02488,3.25268,3.2629,0.07237,0,9.36886e-05,9.36886e-05,9.36886e-05
67,107.321,0.91295,2.00927,1.57572,0.01695,0.91969,0.86139,0.70724,0.61188,0.27679,0.45128,0.16667,0.17081,0.03383,2.1856,3.26521,3.03021,0.07953,0,9.34973e-05,9.34973e-05,9.34973e-05
68,108.755,0.87054,1.94198,1.24893,0.01613,0.79533,0.85356,0.70208,0.6425,0.28926,0.60926,0.29167,0.3025,0.06375,2.13613,3.21318,3.20881,0.0786,0,9.33033e-05,9.33033e-05,9.33033e-05
69,110.166,0.88419,1.89148,1.45666,0.01523,0.87808,0.76296,0.70833,0.61333,0.28869,0.33468,0.29167,0.217,0.0434,2.10215,3.21875,3.33197,0.0775,0,9.31067e-05,9.31067e-05,9.31067e-05
70,111.604,0.84294,1.97963,1.27159,0.01447,0.81233,0.60209,0.70833,0.60083,0.29583,0.33844,0.41667,0.23958,0.04483,1.95956,3.16653,3.69925,0.07155,0,9.29075e-05,9.29075e-05,9.29075e-05
71,113.04,0.84154,1.99021,1.14685,0.01568,0.91689,0.41105,0.64288,0.5025,0.20782,0.68757,0.25,0.15483,0.02946,1.99033,3.2798,4.05846,0.07261,0,9.27057e-05,9.27057e-05,9.27057e-05
72,114.467,0.89711,2.03294,1.40958,0.01629,0.90868,0.62527,0.65689,0.61333,0.29141,0.41068,0.41667,0.2665,0.05743,1.96778,3.64282,4.17279,0.07288,0,9.25013e-05,9.25013e-05,9.25013e-05
73,115.881,0.84986,2.00676,1.47454,0.01458,0.93824,0.17167,0.70833,0.605,0.23024,0.69595,0.25,0.18275,0.0415,1.96618,4.16156,4.39939,0.0736,0,9.22942e-05,9.22942e-05,9.22942e-05
74,117.297,0.91169,2.0387,1.399,0.01548,0.88631,0.59974,0.66095,0.58,0.21954,0.26233,0.38111,0.16625,0.03875,1.96446,4.34036,4.43738,0.07379,0,9.20846e-05,9.20846e-05,9.20846e-05
75,118.721,0.7997,1.88186,1.16935,0.01437,0.81199,0.62588,0.67273,0.51875,0.19317,0.30027,0.40304,0.16625,0.03775,1.97326,4.55969,4.36615,0.07427,0,9.18725e-05,9.18725e-05,9.18725e-05
76,120.156,0.85975,1.90443,1.28578,0.01616,0.81436,0.63732,0.68973,0.60083,0.2405,0.31157,0.41667,0.24792,0.066,1.92759,4.22591,4.23676,0.07418,0,9.16577e-05,9.16577e-05,9.16577e-05
77,121.558,0.79797,1.88205,1.13566,0.01577,0.82007,0.36143,0.52422,0.35208,0.20113,0.33035,0.41222,0.16625,0.03436,1.5936,3.97429,5.76897,0.05616,0,9.14405e-05,9.14405e-05,9.14405e-05
78,122.955,0.80344,1.92458,1.14226,0.01574,0.76051,0.39327,0.50351,0.35625,0.21248,0.35023,0.413,0.16437,0.02583,1.71544,3.66445,4.06137,0.0685,0,9.12207e-05,9.12207e-05,9.12207e-05
79,124.369,0.77529,1.96907,1.05295,0.01397,0.84268,0.79787,0.375,0.32833,0.18848,0.74253,0.25,0.24083,0.02967,1.717,3.36123,4.04378,0.06845,0,9.09984e-05,9.09984e-05,9.09984e-05
80,125.799,0.83141,1.91573,1.14823,0.01678,0.89766,0.36496,0.50604,0.33125,0.21626,0.27767,0.2433,0.12183,0.02056,1.72621,3.16266,3.85403,0.06923,0,9.07736e-05,9.07736e-05,9.07736e-05
81,127.193,0.81107,1.86933,1.18233,0.01512,0.78424,0.95178,0.25,0.40625,0.25881,0.20791,0.41667,0.12875,0.02125,1.68008,3.01666,3.79122,0.06852,0,9.05463e-05,9.05463e-05,9.05463e-05
82,128.582,0.78531,1.85294,1.31791,0.01483,0.82462,0.95607,0.25,0.51062,0.34294,0.50689,0.41667,0.31778,0.04853,1.78124,2.91489,3.62293,0.07177,0,9.03166e-05,9.03166e-05,9.03166e-05
